,_id,config.overwrite,config.db_collection,config.alpha,config.epsilon,config.kind,config.lineage_info,config.scale_cost,config.tp,config.seed,result.early_cost,result.late_cost,result.converged
448,449,449,celegans2,0.75,0.5,moslin,precise,mean,"[450, 510]",809158360,0.8254151670226809,0.8202023097470121,True
449,450,450,celegans2,0.75,0.5,moslin,abpxp,mean,"[450, 510]",137344912,0.8974613028701995,0.891752630480949,True
450,451,451,celegans2,0.9,0.001,moslin,precise,mean,"[450, 510]",787738606,0.2212740395637984,0.2095342516454407,True
451,452,452,celegans2,0.9,0.001,moslin,abpxp,mean,"[450, 510]",461290896,0.24673004877742974,0.26165798261051654,True
452,453,453,celegans2,0.9,0.01,moslin,precise,mean,"[450, 510]",689663315,0.09652804001890337,0.09956200430542636,True
453,454,454,celegans2,0.9,0.01,moslin,abpxp,mean,"[450, 510]",230405021,0.1458278152682263,0.15327418037879179,True
454,455,455,celegans2,0.9,0.05,moslin,precise,mean,"[450, 510]",65240133,0.2843481326259897,0.2680647030163375,True
455,456,456,celegans2,0.9,0.05,moslin,abpxp,mean,"[450, 510]",90933143,0.5878934271262858,0.5706645579498812,True
456,457,457,celegans2,0.9,0.1,moslin,precise,mean,"[450, 510]",243225637,0.6233003612727794,0.6143287544776738,True
457,458,458,celegans2,0.9,0.1,moslin,abpxp,mean,"[450, 510]",708090898,0.808279261132982,0.7988163483817453,True
458,459,459,celegans2,0.9,0.5,moslin,precise,mean,"[450, 510]",917857793,0.938903207652996,0.9367599451443271,True
459,460,460,celegans2,0.9,0.5,moslin,abpxp,mean,"[450, 510]",234104927,0.9697426626153149,0.9679143137580724,True
460,461,461,celegans2,0.95,0.001,moslin,precise,mean,"[450, 510]",204845391,0.1868391418586838,0.18104097186981538,True
461,462,462,celegans2,0.95,0.001,moslin,abpxp,mean,"[450, 510]",241175295,0.21424067929592486,0.23196214348873376,True
462,463,463,celegans2,0.95,0.01,moslin,precise,mean,"[450, 510]",110781226,0.07141265983368336,0.07259333851280168,True
463,464,464,celegans2,0.95,0.01,moslin,abpxp,mean,"[450, 510]",890891298,0.15207418233508976,0.15350169348676784,True
464,465,465,celegans2,0.95,0.05,moslin,precise,mean,"[450, 510]",598975567,0.47224187947599805,0.45485749888297095,True
465,466,466,celegans2,0.95,0.05,moslin,abpxp,mean,"[450, 510]",242094432,0.811886895433768,0.8030391785963321,True
466,467,467,celegans2,0.95,0.1,moslin,precise,mean,"[450, 510]",403055433,0.7907990744926491,0.7842799379029605,True
467,468,468,celegans2,0.95,0.1,moslin,abpxp,mean,"[450, 510]",474948429,0.9192396084971394,0.9147727401357844,True
468,469,469,celegans2,0.95,0.5,moslin,precise,mean,"[450, 510]",112634119,0.9684763289969057,0.9672671961821234,True
469,470,470,celegans2,0.95,0.5,moslin,abpxp,mean,"[450, 510]",385462039,0.9860744754737442,0.9852331555245072,True
470,471,471,celegans2,0.98,0.001,moslin,precise,mean,"[450, 510]",137334235,0.12972462022493297,0.1316350560718336,True
471,472,472,celegans2,0.98,0.001,moslin,abpxp,mean,"[450, 510]",631572380,0.1599425005961433,0.1768501426874744,True
472,473,473,celegans2,0.98,0.01,moslin,precise,mean,"[450, 510]",374923793,0.0646187426392299,0.06073829732598386,True
473,474,474,celegans2,0.98,0.01,moslin,abpxp,mean,"[450, 510]",548074291,0.29986079736444776,0.300041171221842,True
474,475,475,celegans2,0.98,0.05,moslin,precise,mean,"[450, 510]",182772469,0.6747812908134231,0.664818234143447,True
475,476,476,celegans2,0.98,0.05,moslin,abpxp,mean,"[450, 510]",254289919,0.9356486483198692,0.9323296501834512,True
476,477,477,celegans2,0.98,0.1,moslin,precise,mean,"[450, 510]",339260986,0.8959933887532178,0.8920629766556928,True
477,478,478,celegans2,0.98,0.1,moslin,abpxp,mean,"[450, 510]",325199103,0.970778651083718,0.9691299636035225,True
478,479,479,celegans2,0.98,0.5,moslin,precise,mean,"[450, 510]",962988566,0.9845926086939013,0.9839252968138718,True
479,480,480,celegans2,0.98,0.5,moslin,abpxp,mean,"[450, 510]",856350959,0.9945636679343178,0.9942468177562263,True
480,481,481,celegans2,,0.001,lot,precise,mean,"[170, 210]",936022028,0.37818586019167577,0.37845867374015074,True
481,482,482,celegans2,,0.001,lot,abpxp,mean,"[170, 210]",233270733,0.9915074603577786,0.7928478456266357,True
482,483,483,celegans2,,0.01,lot,precise,mean,"[170, 210]",384535445,0.324938146683877,0.3400073200017868,True
483,484,484,celegans2,,0.01,lot,abpxp,mean,"[170, 210]",170949914,0.8977522738699231,0.7321384456129187,True
484,485,485,celegans2,,0.05,lot,precise,mean,"[170, 210]",64810024,0.35112411805633015,0.36918654881887664,True
485,486,486,celegans2,,0.05,lot,abpxp,mean,"[170, 210]",484540363,0.8084494648249667,0.7124235776610789,True
486,487,487,celegans2,,0.1,lot,precise,mean,"[170, 210]",659792504,0.4099351537810662,0.42123606771039757,True
487,488,488,celegans2,,0.1,lot,abpxp,mean,"[170, 210]",439801808,0.833069580687824,0.7764396002552777,True
488,489,489,celegans2,,0.5,lot,precise,mean,"[170, 210]",24763524,0.7179896089435838,0.7392258968538564,True
489,490,490,celegans2,,0.5,lot,abpxp,mean,"[170, 210]",71607256,0.9426610789060889,0.9450490679249601,True
490,491,491,celegans2,,0.001,lot,precise,mean,"[210, 270]",335062072,0.42543753324109446,0.3980182211999666,True
491,492,492,celegans2,,0.001,lot,abpxp,mean,"[210, 270]",127662133,0.6681822018285987,0.5424075356896569,True
492,493,493,celegans2,,0.01,lot,precise,mean,"[210, 270]",798647773,0.3537102070068176,0.3483878433311343,True
493,494,494,celegans2,,0.01,lot,abpxp,mean,"[210, 270]",968537020,0.6124817379287626,0.5125957566970296,True
494,495,495,celegans2,,0.05,lot,precise,mean,"[210, 270]",449982165,0.30995525961084897,0.32280823153099203,True
495,496,496,celegans2,,0.05,lot,abpxp,mean,"[210, 270]",669772337,0.554655500386283,0.5151943571395224,True
496,497,497,celegans2,,0.1,lot,precise,mean,"[210, 270]",166197037,0.39913105341260463,0.42106820055406596,True
497,498,498,celegans2,,0.1,lot,abpxp,mean,"[210, 270]",853737329,0.587700938602159,0.5897266872503574,True
498,499,499,celegans2,,0.5,lot,precise,mean,"[210, 270]",495947597,0.8198098680638581,0.840003355566638,True
499,500,500,celegans2,,0.5,lot,abpxp,mean,"[210, 270]",551234661,0.8486253940745463,0.8698608357645009,True
500,501,501,celegans2,,0.001,lot,precise,mean,"[270, 330]",474927172,0.5067795974787455,0.40491265489208467,True
501,502,502,celegans2,,0.001,lot,abpxp,mean,"[270, 330]",138990565,0.6999342930818163,0.5944567732227747,True
502,503,503,celegans2,,0.01,lot,precise,mean,"[270, 330]",969619984,0.4072485140031583,0.3358752489902195,True
503,504,504,celegans2,,0.01,lot,abpxp,mean,"[270, 330]",188922439,0.5817599965963158,0.509441788244377,True
504,505,505,celegans2,,0.05,lot,precise,mean,"[270, 330]",860068981,0.27526630918506245,0.2599337852865701,True
505,506,506,celegans2,,0.05,lot,abpxp,mean,"[270, 330]",999015099,0.3997399187035817,0.3995950063325147,True
506,507,507,celegans2,,0.1,lot,precise,mean,"[270, 330]",994835933,0.3329711672839669,0.339421765701139,True
507,508,508,celegans2,,0.1,lot,abpxp,mean,"[270, 330]",201856855,0.43303262655461044,0.4674148662006869,True
508,509,509,celegans2,,0.5,lot,precise,mean,"[270, 330]",418393125,0.7826471050919546,0.7903928543493042,True
509,510,510,celegans2,,0.5,lot,abpxp,mean,"[270, 330]",992109584,0.8566599607062736,0.8757818372340884,True
510,511,511,celegans2,,0.001,lot,precise,mean,"[330, 390]",882182465,0.3156157193901862,0.32623990765946165,True
511,512,512,celegans2,,0.001,lot,abpxp,mean,"[330, 390]",80205572,0.8011621930327971,0.716873788552258,True
512,513,513,celegans2,,0.01,lot,precise,mean,"[330, 390]",228865809,0.22689127706321394,0.23964039442812426,True
513,514,514,celegans2,,0.01,lot,abpxp,mean,"[330, 390]",88570019,0.6716360685544955,0.5945740830535706,True
514,515,515,celegans2,,0.05,lot,precise,mean,"[330, 390]",38752892,0.24731158991793192,0.278516053048464,True
515,516,516,celegans2,,0.05,lot,abpxp,mean,"[330, 390]",496486901,0.5969906050350055,0.5394833832366892,True
516,517,517,celegans2,,0.1,lot,precise,mean,"[330, 390]",193954306,0.3826883820058213,0.42474762211887396,True
517,518,518,celegans2,,0.1,lot,abpxp,mean,"[330, 390]",492337131,0.6714220232636565,0.6336508000847628,True
518,519,519,celegans2,,0.5,lot,precise,mean,"[330, 390]",6392160,0.7955466434616332,0.815854948911569,True
519,520,520,celegans2,,0.5,lot,abpxp,mean,"[330, 390]",154617756,0.9251526107997587,0.9166247361763874,True
520,521,521,celegans2,,0.001,lot,precise,mean,"[390, 450]",898403876,0.3075480790531675,0.2590057099691052,True
521,522,522,celegans2,,0.001,lot,abpxp,mean,"[390, 450]",568752373,0.4737767445692223,0.3487357574243216,True
522,523,523,celegans2,,0.01,lot,precise,mean,"[390, 450]",476764511,0.2456593047681565,0.21147309269484532,True
523,524,524,celegans2,,0.01,lot,abpxp,mean,"[390, 450]",186399311,0.4176433039170923,0.3070166762431197,True
524,525,525,celegans2,,0.05,lot,precise,mean,"[390, 450]",37190006,0.14421999373902408,0.13360448185343982,True
525,526,526,celegans2,,0.05,lot,abpxp,mean,"[390, 450]",23933633,0.3256887396029819,0.24752932160263394,True
526,527,527,celegans2,,0.1,lot,precise,mean,"[390, 450]",231155452,0.1551651022422899,0.1542604379924856,True
527,528,528,celegans2,,0.1,lot,abpxp,mean,"[390, 450]",821757833,0.35500409077470785,0.29732612428077687,True
528,529,529,celegans2,,0.5,lot,precise,mean,"[390, 450]",541376588,0.6285641088477866,0.633138721582567,True
529,530,530,celegans2,,0.5,lot,abpxp,mean,"[390, 450]",401841523,0.7499229058946176,0.7379352639324493,True
530,531,531,celegans2,,0.001,lot,precise,mean,"[450, 510]",186171682,0.2535152804585271,0.24976972108604328,True
531,532,532,celegans2,,0.001,lot,abpxp,mean,"[450, 510]",58122404,0.2931443453565263,0.30728412425912216,True
532,533,533,celegans2,,0.01,lot,precise,mean,"[450, 510]",148632547,0.21229981413775895,0.21425348128035268,True
533,534,534,celegans2,,0.01,lot,abpxp,mean,"[450, 510]",453486847,0.2564662774528613,0.2707689061194027,True
534,535,535,celegans2,,0.05,lot,precise,mean,"[450, 510]",382513608,0.13336319951435102,0.1424786712966284,True
535,536,536,celegans2,,0.05,lot,abpxp,mean,"[450, 510]",172786013,0.19769085197290934,0.20534469816526307,True
536,537,537,celegans2,,0.1,lot,precise,mean,"[450, 510]",739383095,0.13334979909612585,0.14240259888565152,True
537,538,538,celegans2,,0.1,lot,abpxp,mean,"[450, 510]",88087190,0.21966348525990087,0.21849238657589254,True
538,539,539,celegans2,,0.5,lot,precise,mean,"[450, 510]",96464445,0.5311382055093555,0.5280710635069097,True
539,540,540,celegans2,,0.5,lot,abpxp,mean,"[450, 510]",831983871,0.636052160594414,0.6268030740023303,True
